Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acetivibrio thermocellus,1515,cellular organisms;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio,113,0.00687009,0.0426831
Ilyobacter polytropus,167642,cellular organisms;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter,448,0.0272372,0.169221
Isoalcanivorax pacificus,1306787,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Isoalcanivorax,134,0.00814683,0.0506153
Jannaschia sp.,1966345,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Jannaschia,8,0.000486378,0.00302181
Kangiella geojedonensis,914150,cellular organisms;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella,207,0.012585,0.0781893
Kangiella koreensis,261964,cellular organisms;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella,72,0.0043774,0.0271963
Kangiella sediminilitoris,1144748,cellular organisms;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella,119,0.00723487,0.0449494
Kosmotoga olearia,651457,cellular organisms;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga,1,6.07973e-05,0.000377726
Kytococcus sedentarius,1276,cellular organisms;Actinomycetota;;Micrococcales;Kytococcaceae;Kytococcus,419,0.0254741,0.158267
Lacimicrobium alkaliphilum,1526571,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Lacimicrobium,6,0.000364784,0.00226636
Lacinutrix sp.,1937692,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Lacinutrix,357,0.0217046,0.134848
Lactococcus garvieae,1363,cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus,4,0.000243189,0.0015109
Leisingera methylohalidivorans,133924,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Leisingera,257,0.0156249,0.0970756
Leuconostoc lactis,1246,cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc,69,0.00419501,0.0260631
Luteimonas sp.,1873125,cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas,472,0.0286963,0.178287
Magnetococcus marinus,1124597,cellular organisms;Pseudomonadota;Magnetococcia;Magnetococcales;Magnetococcaceae;Magnetococcus,1269,0.0771517,0.479335
Magnetospira sp.,2969147,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Magnetospira,10,0.000607973,0.00377726
Maribacter sp.,1897614,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Maribacter,4,0.000243189,0.0015109
Maricaulis maris,74318,cellular organisms;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Maricaulis,53,0.00322225,0.0200195
Maridesulfovibrio hydrothermalis,191026,cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio,99,0.00601893,0.0373949
Maridesulfovibrio salexigens,880,cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio,101,0.00614052,0.0381504
Marinithermus hydrothermalis,186192,cellular organisms;Deinococcota;Deinococci;Thermales;Thermaceae;Marinithermus,1037,0.0630468,0.391702
Marinitoga piezophila,149715,cellular organisms;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga,90,0.00547175,0.0339954
Marinitoga sp.,1964194,cellular organisms;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga,74,0.004499,0.0279517
Marinobacter adhaerens,1033846,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter,88,0.00535016,0.0332399
Marinobacter nauticus,2743,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter,212,0.012889,0.080078
Marinobacter psychrophilus,330734,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter,28,0.00170232,0.0105763
Marinobacter salarius,1420917,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter,474,0.0288179,0.179042
Marinobacter similis,1420916,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter,66,0.00401262,0.0249299
Marinobacter sp.,50741,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter,123,0.00747806,0.0464603
Marinobacterium sp.,1902815,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium,156,0.00948437,0.0589253
Marinomonas mediterranea,119864,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas,871,0.0529544,0.329
Marinomonas posidonica,936476,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas,1758,0.106882,0.664043
Marinomonas sp.,1904862,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas,33,0.00200631,0.012465
Marinovum algicola,42444,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Marinovum,19,0.00115515,0.0071768
Marivirga tractuosa,1006,cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga,660,0.0401262,0.249299
Mesorhizobium sp.,1871066,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium,68,0.00413421,0.0256854
Methanocaldococcus bathoardescens,1301915,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,8,0.000486378,0.00302181
Methanocaldococcus fervens,83171,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,4,0.000243189,0.0015109
Methanocaldococcus infernus,67760,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,1,6.07973e-05,0.000377726
Methanocaldococcus jannaschii,2190,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,55,0.00334385,0.0207749
Methanocaldococcus sp.,2152917,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,6,0.000364784,0.00226636
Methanocaldococcus vulcanius,73913,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus,78,0.00474219,0.0294626
Methanococcus maripaludis,39152,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus,60,0.00364784,0.0226636
Methanococcus vannielii,2187,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus,4,0.000243189,0.0015109
Methanococcus voltae,2188,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus,2,0.000121595,0.000755452
Methanoculleus marisnigri,2198,cellular organisms;Methanobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus,442,0.0268724,0.166955
Methanohalobium evestigatum,2322,cellular organisms;Methanobacteriota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalobium,1,6.07973e-05,0.000377726
Methanolacinia petrolearia,54120,cellular organisms;Methanobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanolacinia,2,0.000121595,0.000755452
Methanopyrus kandleri,2320,cellular organisms;Methanobacteriota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus,2,0.000121595,0.000755452
Methanosarcina acetivorans,2214,cellular organisms;Methanobacteriota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina,254,0.0154425,0.0959425
Methanosarcina siciliae,38027,cellular organisms;Methanobacteriota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina,3622,0.220208,1.36812
Methanosarcina sp.,2213,cellular organisms;Methanobacteriota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina,94,0.00571494,0.0355063
Methanotorris igneus Kol 5,880724,cellular organisms;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanotorris,97,0.00589733,0.0366394
Methyloceanibacter caenitepidi,1384459,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter,256,0.0155641,0.0966979
Methylomonas methanica,421,cellular organisms;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas,1125,0.0683969,0.424942
Methylophaga frappieri,754477,cellular organisms;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga,60,0.00364784,0.0226636
Methylophaga nitratireducenticrescens,754476,cellular organisms;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga,11,0.00066877,0.00415499
Methylophilales bacterium,2546201,cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;;,338,0.0205495,0.127671
Microbacterium sp.,51671,cellular organisms;Actinomycetota;;Micrococcales;Microbacteriaceae;Microbacterium,5,0.000303986,0.00188863
Micrococcus luteus,1270,cellular organisms;Actinomycetota;;Micrococcales;Micrococcaceae;Micrococcus,75,0.00455979,0.0283295
Micromonospora krabiensis,307121,cellular organisms;Actinomycetota;;Micromonosporales;Micromonosporaceae;Micromonospora,105,0.00638371,0.0396613
Micromonospora maris,1003110,cellular organisms;Actinomycetota;;Micromonosporales;Micromonosporaceae;Micromonospora,831,0.0505225,0.313891
Mollicutes bacterium,37628,cellular organisms;Mycoplasmatota;Mollicutes;;;,49,0.00297907,0.0185086
Moorena producens,1155739,cellular organisms;Cyanobacteriota;Cyanophyceae;Coleofasciculales;Coleofasciculaceae;Moorena,14,0.000851162,0.00528817
Moraxella catarrhalis,480,cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella,3,0.000182392,0.00113318
Moritella marina,90736,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella,71,0.00431661,0.0268186
Moritella viscosa,80854,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella,6306,0.383388,2.38194
Mycobacterium tuberculosis,1773,cellular organisms;Actinomycetota;;Mycobacteriales;Mycobacteriaceae;Mycobacterium,7,0.000425581,0.00264408
Mycolicibacterium chubuense,1800,cellular organisms;Actinomycetota;;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium,166,0.0100923,0.0627026
Mycolicibacterium rhodesiae,36814,cellular organisms;Actinomycetota;;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium,6,0.000364784,0.00226636
Myroides profundi,480520,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Myroides,2,0.000121595,0.000755452
Myxococcus fulvus,33,cellular organisms;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus,6,0.000364784,0.00226636
Nanoarchaeum equitans,160232,cellular organisms;Nanobdellota;Candidatus Nanoarchaeia;Nanoarchaeales;Nanoarchaeaceae;Nanoarchaeum,68,0.00413421,0.0256854
Nautilia profundicola AmH,598659,cellular organisms;Campylobacterota;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Nautilia,29,0.00176312,0.0109541
Neorickettsia helminthoeca,33994,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia,2,0.000121595,0.000755452
Nitratifractor salsuginis,269261,cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurovaceae;Nitratifractor,13,0.000790364,0.00491044
Nitratiruptor sp.,2081525,cellular organisms;Campylobacterota;Epsilonproteobacteria;Nautiliales;Nitratiruptoraceae;Nitratiruptor,114,0.00693089,0.0430608
Nitrosococcus halophilus,133539,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus,21194,1.28854,8.00553
Nitrosococcus oceani,1229,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus,5422,0.329643,2.04803
Nitrosopumilus maritimus,338192,cellular organisms;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus,10,0.000607973,0.00377726
Nitrosopumilus piranensis,1582439,cellular organisms;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus,2,0.000121595,0.000755452
Nocardia seriolae,37332,cellular organisms;Actinomycetota;;Mycobacteriales;Nocardiaceae;Nocardia,13,0.000790364,0.00491044
Nocardiopsis dassonvillei,2014,cellular organisms;Actinomycetota;;Streptosporangiales;Nocardiopsidaceae;Nocardiopsis,185,0.0112475,0.0698794
Nodularia spumigena,70799,cellular organisms;Cyanobacteriota;Cyanophyceae;Nostocales;Nodulariaceae;Nodularia,100,0.00607973,0.0377726
Nonlabens dokdonensis,328515,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Nonlabens,232,0.014105,0.0876325
Nonlabens marinus,930802,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Nonlabens,3,0.000182392,0.00113318
Nonlabens sp.,1888209,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Nonlabens,7,0.000425581,0.00264408
Novosphingobium pentaromativorans,205844,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,8,0.000486378,0.00302181
Novosphingobium sp.,1874826,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,6,0.000364784,0.00226636
Oceanithermus profundus,187137,cellular organisms;Deinococcota;Deinococci;Thermales;Thermaceae;Oceanithermus,5,0.000303986,0.00188863
Oceanobacillus iheyensis,182710,cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Oceanobacillus,172,0.0104571,0.0649689
Octadecabacter antarcticus,1217908,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter,246,0.0149561,0.0929207
Octadecabacter arcticus,53946,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter,13,0.000790364,0.00491044
Octadecabacter temperatus,1458307,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter,42,0.00255348,0.0158645
Oleispira antarctica,188908,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleispira,161,0.00978836,0.0608139
Oscillibacter valericigenes,351091,cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter,206,0.0125242,0.0778116
Owenweeksia hongkongensis,253245,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Owenweeksiaceae;Owenweeksia,1,6.07973e-05,0.000377726
Paenibacillus durus,44251,cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,275,0.0167192,0.103875
Paenibacillus sp.,58172,cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,62,0.00376943,0.023419
Palaeococcus pacificus,971279,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus,2806,0.170597,1.0599
Paraglaciecola psychrophila,326544,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola,160,0.00972756,0.0604362
Paraoerskovia marina,545619,cellular organisms;Actinomycetota;;Micrococcales;Cellulomonadaceae;Paraoerskovia,83,0.00504617,0.0313513
Paraurantiacibacter namhicola,645517,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Paraurantiacibacter,3,0.000182392,0.00113318
Parvularcula bermudensis,208216,cellular organisms;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula,103,0.00626212,0.0389058
Pelagerythrobacter marensis,543877,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pelagerythrobacter,13,0.000790364,0.00491044
Pelagibacterium halotolerans,531813,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium,6,0.000364784,0.00226636
Persephonella marina,309805,cellular organisms;Aquificota;Aquificia;Aquificales;Hydrogenothermaceae;Persephonella,26,0.00158073,0.00982088
Phaeobacter gallaeciensis,60890,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Phaeobacter,513,0.031189,0.193774
Photobacterium gaetbulicola,1295392,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium,414,0.0251701,0.156379
Photobacterium profundum,74109,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium,271,0.0164761,0.102364
Phycisphaera mikurensis,547188,cellular organisms;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera,100,0.00607973,0.0377726
Piscirickettsia salmonis,1238,cellular organisms;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia,4036,0.245378,1.5245
Planktomarina temperata,1284658,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Planktomarina,105,0.00638371,0.0396613
Planococcus,1372,cellular organisms;Bacillota;Bacilli;Bacillales;Caryophanaceae;,107,0.00650531,0.0404167
Planococcus antarcticus,161360,cellular organisms;Bacillota;Bacilli;Bacillales;Caryophanaceae;,6,0.000364784,0.00226636
Planococcus donghaensis,414778,cellular organisms;Bacillota;Bacilli;Bacillales;Caryophanaceae;,7,0.000425581,0.00264408
Planococcus kocurii,1374,cellular organisms;Bacillota;Bacilli;Bacillales;Caryophanaceae;,4,0.000243189,0.0015109
Planococcus maritimus,192421,cellular organisms;Bacillota;Bacilli;Bacillales;Caryophanaceae;,70,0.00425581,0.0264408
Planococcus plakortidis,1038856,cellular organisms;Bacillota;Bacilli;Bacillales;Caryophanaceae;,98,0.00595813,0.0370172
Plasmodium falciparum,5833,cellular organisms;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium,45,0.00273588,0.0169977
Polaribacter sp.,1920175,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Polaribacter,113,0.00687009,0.0426831
Polaribacter vadi,1774273,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Polaribacter,67,0.00407342,0.0253077
Prochlorococcus marinus,1219,cellular organisms;Cyanobacteriota;Cyanophyceae;Synechococcales;Prochlorococcaceae;Prochlorococcus,945,0.0574534,0.356951
Prochlorococcus marinus subsp. marinus,142554,cellular organisms;Cyanobacteriota;Cyanophyceae;Synechococcales;Prochlorococcaceae;Prochlorococcus,1,6.07973e-05,0.000377726
Prochlorococcus sp.,1220,cellular organisms;Cyanobacteriota;Cyanophyceae;Synechococcales;Prochlorococcaceae;Prochlorococcus,111,0.0067485,0.0419276
Prosthecochloris sp.,290513,cellular organisms;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Prosthecochloris,1,6.07973e-05,0.000377726
Pseudanabaena sp.,1153,cellular organisms;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena,2,0.000121595,0.000755452
Pseudoalteromonas atlantica,288,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,217,0.013193,0.0819666
Pseudoalteromonas haloplanktis,228,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,614,0.0373295,0.231924
Pseudoalteromonas issachenkonii,152297,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,30,0.00182392,0.0113318
Pseudoalteromonas luteoviolacea,43657,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,180,0.0109435,0.0679907
Pseudoalteromonas phenolica,161398,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,19,0.00115515,0.0071768
Pseudoalteromonas rubra,43658,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,18,0.00109435,0.00679907
Pseudoalteromonas sp.,53249,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,31,0.00188472,0.0117095
Pseudoalteromonas sp. SM9913,234831,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,64,0.00389102,0.0241745
Pseudoalteromonas translucida,166935,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,209,0.0127066,0.0789448
Pseudodesulfovibrio piezophilus,879567,cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio,4,0.000243189,0.0015109
Pseudomonas,286,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;,1113,0.0676673,0.420409
Pseudomonas aeruginosa,287,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;,17,0.00103355,0.00642135
Pseudomonas fluorescens,294,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;,87,0.00528936,0.0328622
Pseudomonas pohangensis,364197,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;,10,0.000607973,0.00377726
Pseudomonas sp.,306,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;,50,0.00303986,0.0188863
Pseudovibrio sp.,1909297,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pseudovibrio,9,0.000547175,0.00339954
Psychrobacter sp.,56811,cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter,697,0.0423757,0.263275
Psychrobacter sp. G,571800,cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter,68,0.00413421,0.0256854
Psychrobacter sp. JCM 18900,1298608,cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter,3054,0.185675,1.15358
Psychroflexus torquis,57029,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Psychroflexus,1,6.07973e-05,0.000377726
Psychromonas,67572,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;,73,0.0044382,0.027574
Psychromonas ingrahamii,357794,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;,9,0.000547175,0.00339954
Psychromonas sp.,1884585,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;,20,0.00121595,0.00755452
Pusillimonas sp.,3040095,cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas,160,0.00972756,0.0604362
Pyrobaculum aerophilum,13773,cellular organisms;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum,55,0.00334385,0.0207749
Pyrococcus abyssi,29292,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus,101,0.00614052,0.0381504
Pyrococcus furiosus,2261,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus,40,0.00243189,0.015109
Pyrococcus horikoshii,53953,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus,6,0.000364784,0.00226636
Pyrococcus sp.,33866,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus,139,0.00845082,0.0525039
Pyrococcus yayanosii,1008460,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus,29,0.00176312,0.0109541
Pyrodictium delaneyi,1273541,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Pyrodictium,18,0.00109435,0.00679907
Pyrolobus fumarii,54252,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Pyrolobus,13,0.000790364,0.00491044
Renibacterium salmoninarum,1646,cellular organisms;Actinomycetota;;Micrococcales;Micrococcaceae;Renibacterium,2,0.000121595,0.000755452
Rhodobacter sp.,1062,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;;Rhodobacter,24,0.00145913,0.00906543
Rhodococcus erythropolis,1833,cellular organisms;Actinomycetota;;Mycobacteriales;Nocardiaceae;Rhodococcus,112,0.00680929,0.0423053
Rhodoferax ferrireducens,192843,cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax,241,0.0146521,0.091032
Rhodothermus marinus,29549,cellular organisms;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus,299,0.0181784,0.11294
Rhodovulum sulfidophilum,35806,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodovulum,77,0.00468139,0.0290849
Rivularia sp. (in: cyanobacteria),2047365,cellular organisms;Cyanobacteriota;Cyanophyceae;Nostocales;Rivulariaceae;Rivularia,120,0.00729567,0.0453271
Robiginitalea biformata,252307,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Robiginitalea,2,0.000121595,0.000755452
Roseicyclus elongatus,159346,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseicyclus,123,0.00747806,0.0464603
Roseobacter denitrificans OCh 114,375451,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseobacter,229,0.0139226,0.0864993
Roseobacter litoralis Och 149,391595,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseobacter,36,0.0021887,0.0135981
Ruegeria pomeroyi,89184,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ruegeria,14,0.000851162,0.00528817
Ruegeria sp. TM1040,292414,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ruegeria,12,0.000729567,0.00453271
Saccharophagus degradans,86304,cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Saccharophagus,5,0.000303986,0.00188863
Salegentibacter sp.,1903072,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Salegentibacter,9,0.000547175,0.00339954
Salinibacter ruber,146919,cellular organisms;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter,161,0.00978836,0.0608139
Salinispora arenicola,168697,cellular organisms;Actinomycetota;;Micromonosporales;Micromonosporaceae;Salinispora,262,0.0159289,0.0989643
